1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,3.98387096774194,254967741935,2,3.98387096774194,254967741935,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,3.98387096774194,254967741935,2,3.98387096774194,254967741935,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,4.0,256000000000,2,4.0,256000000000,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,4.0,256000000000,2,4.0,256000000000,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,1.0,64000000000,2,1.0,64000000000,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,2.0,128000000000,2,2.0,128000000000,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,3.33333333333333,213333333333,2,3.33333333333333,213333333333,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,3.5,224000000000,2,3.5,224000000000,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,3.84615384615385,246153846153,2,3.84615384615385,246153846153,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,3.875,248000000000,2,3.875,248000000000,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,3.96,253440000000,2,3.96,253440000000,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,3.96825396825397,253968253968,2,3.96825396825397,253968253968,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,3.96875,254000000000,2,3.96875,254000000000,2
1,0,4.0,256000000000,1,4.0,256000000000,1
2,1,4.0,256000000000,2,4.0,256000000000,2

